word,hu19_sense,num_hu19_senses,pos,init_freq,stable_metric
bill,bill_1_noun_5,13,noun,2.7224366897347803e-06,0.04378901520026703
bird,bird_1_noun_1,3,noun,5.535621269127386e-05,0.043646264028379386
bird,bird_1_noun_2,3,noun,4.7188902622069525e-05,0.043618877955579394
bitter,bitter_1_adjective_1,6,adjective,5.444873379469561e-06,0.05300958218248059
black,black_1_adjective_3,11,adjective,5.807864938100864e-05,0.034807957685908684
blame,blame_1_noun_1,2,noun,1.8149577931565203e-05,0.05303268938452892
blame,blame_1_verb_1,2,verb,2.177949351787824e-05,0.06005516765886052
blank,blank_1_noun_1,12,noun,1.81495779315652e-06,0.05175467816181854
blind,blind_1_adjective_1,12,adjective,2.177949351787824e-05,0.026538656057273045
blind,blind_1_noun_2,12,noun,2.7224366897347803e-06,0.05186472069439076
blow,blow_1_verb_1,15,verb,9.98226786236086e-06,0.047660354923624276
blow,blow_1_verb_9,15,verb,4.537394482891301e-06,0.03868992769256257
blue,blue_1_adjective_1,14,adjective,6.352352276047821e-05,0.04357078536315407
blue,blue_1_adjective_2,14,adjective,5.444873379469561e-06,0.04243576706034267
body,body_1_noun_1,9,noun,0.0001343068766935,0.05766792741323042
bolt,bolt_1_verb_1,7,verb,2.7224366897347803e-06,0.05560781426049435
bone,bone_1_noun_3,5,noun,2.2686972414456502e-05,0.04380367302331732
book,book_1_noun_2,6,noun,2.0872014621299982e-05,0.028518209445272016
book,book_1_noun_3,6,noun,2.4501930207613026e-05,0.03913360551305342
border,border_1_verb_2,6,verb,4.537394482891301e-06,0.05399973513277602
bore,bore_2_verb_1,6,verb,1.36121834486739e-05,0.049949337691439645
borrow,borrow_1_verb_1,2,verb,3.7206634759708665e-05,0.0293030036270061
both,both_1_None_1,2,None,7.622822731257385e-05,0.026340951552178433
both,both_1_adverb_1,2,adverb,0.0001706060325567,0.022304422350040386
boy,boy_1_noun_2,3,noun,0.0001206946932449,0.04978492368865815
brain,brain_1_noun_2,3,noun,3.8114113656286925e-05,0.038687087500055985
brass,brass_1_noun_1,4,noun,9.0747889657826e-06,0.04843545036894862
bread,bread_1_noun_1,3,noun,3.902159255286519e-05,0.037058005627417095
break,break_1_verb_1,15,verb,4.991133931180431e-05,0.03754446969616937
break,break_1_verb_2,15,verb,5.7171170484430384e-05,0.019749587548282925
break,break_1_verb_3,15,verb,1.270470455209564e-05,0.04438191450564243
break,break_1_verb_4,15,verb,5.3541254898117344e-05,0.055814620769073287
break,break_1_verb_5,15,verb,9.0747889657826e-06,0.051011124635967374
breath,breath_1_noun_1,2,noun,0.0001125273831757,0.0359248248720195
breed,breed_1_verb_1,2,verb,1.5427141241830423e-05,0.02584713836924255
brief,brief_1_adjective_2,7,adjective,7.25983117262608e-06,0.038463873414307
bright,bright_1_adjective_2,7,adjective,1.270470455209564e-05,0.04534812575802954
bring,bring_1_verb_1,4,verb,7.441326951941733e-05,0.03354559192442047
bring,bring_1_verb_2,4,verb,0.0001388442711764,0.03775135596917014
brother,brother_1_noun_1,3,noun,0.0002069051884198,0.043064835866618176
building,building_1_noun_3,3,noun,5.444873379469561e-06,0.031614274146612796
burn,burn_1_verb_1,10,verb,4.7188902622069525e-05,0.038056071309763684
burn,burn_1_verb_2,10,verb,3.6299155863130405e-05,0.029837725718892302
burst,burst_1_verb_4,7,verb,1.81495779315652e-06,0.06576912199154084
bury,bury_1_verb_2,2,verb,2.0872014621299982e-05,0.052533507597811425
business,business_1_noun_1,7,noun,2.4501930207613026e-05,0.04698457821368941
business,business_1_noun_4,7,noun,4.991133931180431e-05,0.0323044735955078
business,business_1_noun_6,7,noun,1.179722565551738e-05,0.050620588593300396
business,business_1_noun_7,7,noun,5.444873379469561e-06,0.04367883285314439
but,but_1_adverb_1,10,adverb,4.771770232333133e-06,0.048657912708442275
but,but_1_conjunction_1,10,conjunction,0.0018581273284705,0.019005303845537325
but,but_1_conjunction_3,10,conjunction,0.0025681667390416,0.013998838451451674
but,but_1_preposition_1,10,preposition,4.962641041626458e-05,0.025895726396393808
by,by_1_preposition_1,11,preposition,7.350579062283907e-05,0.02144108491553329
by,by_1_preposition_5,11,preposition,1.7242099034986943e-05,0.038449806219659446
call,call_1_verb_1,17,verb,6.896839613994777e-05,0.028308556823578922
call,call_1_verb_4,17,verb,4.991133931180431e-05,0.05492710015336705
can,can_1_modal verb_1,8,modal verb,0.0002386669498,0.05355881541071999
can,can_1_modal verb_3,8,modal verb,1.179722565551738e-05,0.039579082230510425
candle,candle_1_noun_1,3,noun,1.36121834486739e-05,0.04519629414037086
capable,capable_1_adjective_1,2,adjective,5.89861282775869e-05,0.06363293234248928
careful,careful_1_adjective_1,2,adjective,1.996453572472172e-05,0.04880136220255182
carry,carry_1_verb_1,10,verb,6.352352276047821e-05,0.040249013369832144
carry,carry_1_verb_2,10,verb,3.6299155863130405e-05,0.05348483517666152
carry,carry_1_verb_4,10,verb,2.0872014621299982e-05,0.031707368255753016
case,case_1_noun_1,8,noun,0.0001560863702114,0.04195637651088994
case,case_1_noun_3,8,noun,0.0001579013280046,0.02874402241642451
case,case_2_noun_2,8,noun,7.25983117262608e-06,0.03814137261920592
casual,casual_1_adjective_3,7,adjective,5.444873379469561e-06,0.05124656350516185
catch,catch_1_verb_1,14,verb,2.6316888000769546e-05,0.031633669290383006
catch,catch_1_verb_8,14,verb,7.25983117262608e-06,0.03545525804047417
cell,cell_1_noun_1,5,noun,1.996453572472172e-05,0.046650264409463627
ceremony,ceremony_1_noun_1,2,noun,1.996453572472172e-05,0.0324029729017709
certain,certain_1_adjective_1,3,adjective,7.713570620915211e-05,0.034861531946429575
chain,chain_1_noun_2,5,noun,2.177949351787824e-05,0.056731778318948586
change,change_1_noun_1,5,noun,7.441326951941733e-05,0.026837386000648823
change,change_1_verb_1,5,verb,0.0001088974675893,0.055519734988208336
characteristic,characteristic_1_noun_1,3,noun,2.0872014621299982e-05,0.03568966334464414
charge,charge_1_verb_1,13,verb,2.2686972414456502e-05,0.03287416289875656
charge,charge_1_verb_3,13,verb,2.0872014621299982e-05,0.0593543784533914
charge,charge_1_verb_5,13,verb,1.179722565551738e-05,0.042814036233591646
cheek,cheek_1_noun_1,3,noun,9.437780524413904e-05,0.058501768840072535
chief,chief_1_adjective_1,2,adjective,4.5373944828913005e-05,0.0401482739777064
church,church_1_noun_1,2,noun,0.0001597162857977,0.05875679222666051
circle,circle_1_noun_2,3,noun,4.7188902622069525e-05,0.0495002212667514
city,city_1_noun_1,2,noun,0.0001134348620722,0.025510056433275363
clear,clear_1_adjective_1,13,adjective,6.624595945021299e-05,0.04012683090070454
clear,clear_1_verb_1,13,verb,1.6334620138408683e-05,0.044650908898356705
clear,clear_1_verb_3,13,verb,4.537394482891301e-06,0.041398443463664364
close,close_1_adjective_4,13,adjective,1.179722565551738e-05,0.06650974293877987
close,close_2_verb_2,13,verb,2.177949351787824e-05,0.04912830996762706
clothes,clothes_1_plural noun_2,2,plural noun,6.3523522760478206e-06,0.05271297399427719
cold,cold_1_adjective_3,7,adjective,1.270470455209564e-05,0.04600917284422886
cold,cold_1_noun_1,7,noun,1.5427141241830423e-05,0.038790726021777196
collect,collect_1_verb_2,9,verb,1.5427141241830423e-05,0.04145563486058374
combat,combat_1_verb_1,2,verb,9.0747889657826e-06,0.0457961503765181
combination,combination_1_noun_1,5,noun,3.1761761380239105e-05,0.027920436139227938
come,come_1_verb_1,12,verb,0.000105267552003,0.048368315705020266
come,come_1_verb_2,12,verb,7.259831172626081e-05,0.0400113205450133
come,come_1_verb_3,12,verb,1.5427141241830423e-05,0.05193511112576449
commercial,commercial_1_adjective_1,5,adjective,4.628142372549127e-05,0.05044567446963129
commit,commit_1_verb_1,3,verb,6.0801086070743424e-05,0.0728281745033889
common,common_1_adjective_1,7,adjective,2.177949351787824e-05,0.04927420921738783
companion,companion_1_noun_2,5,noun,7.25983117262608e-06,0.05374911167388291
compare,compare_1_verb_1,3,verb,6.0801086070743424e-05,0.02655800474410196
compensation,compensation_1_noun_1,3,noun,2.7224366897347803e-06,0.04226571511505544
compensation,compensation_1_noun_3,3,noun,5.444873379469561e-06,0.05171312220001316
complain,complain_1_verb_1,3,verb,2.6316888000769546e-05,0.05648855215477168
complaint,complaint_1_noun_1,2,noun,1.451966234525216e-05,0.039720133183375944
complete,complete_1_adjective_1,4,adjective,3.902159255286519e-05,0.027768769117078578
complete,complete_1_adjective_2,4,adjective,4.4466465932334745e-05,0.06141079506730428
complete,complete_1_verb_2,4,verb,2.2686972414456502e-05,0.03751965414056248
comprehensive,comprehensive_1_adjective_1,3,adjective,9.98226786236086e-06,0.04845749317587275
concern,concern_1_verb_2,5,verb,3.3576719173395625e-05,0.04766996056181325
conclude,conclude_1_verb_2,2,verb,3.902159255286519e-05,0.04844018008334081
conclusion,conclusion_1_noun_2,2,noun,4.1744029242599965e-05,0.0513879844002115
confident,confident_1_adjective_1,3,adjective,1.088974675893912e-05,0.03793545408661797
confident,confident_1_adjective_2,3,adjective,1.270470455209564e-05,0.026608965999566365
connection,connection_1_noun_1,3,noun,5.626369158785213e-05,0.03935238061786073
conscious,conscious_1_adjective_1,3,adjective,3.62991558631304e-06,0.042791663215061185
conscious,conscious_1_adjective_3,3,adjective,1.36121834486739e-05,0.04866617059878681
consider,consider_1_verb_1,2,verb,0.0003103577826297,0.03970501999500937
constant,constant_1_adjective_1,2,adjective,6.715343834679125e-05,0.05242872784718757
contain,contain_1_verb_1,2,verb,9.98226786236086e-05,0.05722185763252137
content,content_1_noun_1,5,noun,1.996453572472172e-05,0.04145745558811846
contrast,contrast_1_noun_1,2,noun,3.5391676966552145e-05,0.03299753592506574
convert,convert_1_verb_1,4,verb,1.996453572472172e-05,0.056137767421475
cool,cool_1_adjective_2,8,adjective,1.6334620138408683e-05,0.04414012504086724
copy,copy_1_noun_1,7,noun,3.1761761380239105e-05,0.04463332674397632
copy,copy_1_verb_1,7,verb,7.25983117262608e-06,0.05782648132054086
copy,copy_1_verb_2,7,verb,7.25983117262608e-06,0.058757738564903135
correct,correct_1_adjective_1,2,adjective,3.3576719173395625e-05,0.050484303416417575
correct,correct_1_verb_1,2,verb,2.903932469050432e-05,0.0451111650510213
course,course_1_noun_1,9,noun,0.0001869406526951,0.03161661186336009
court,court_1_noun_1,6,noun,0.0001951079627643,0.06161283353239473
cover,cover_1_verb_6,15,verb,7.25983117262608e-06,0.04092312472284505
cover,cover_1_verb_9,15,verb,5.444873379469561e-06,0.0455753787007151
credit,credit_1_noun_3,8,noun,9.98226786236086e-06,0.035521917152954975
criminal,criminal_1_noun_1,3,noun,2.2686972414456502e-05,0.03232300833864846
crooked,crooked_1_adjective_1,3,adjective,6.3523522760478206e-06,0.04012676414167597
crowd,crowd_1_verb_1,4,verb,1.9057056828143463e-05,0.03417590514858219
cry,cry_1_noun_2,7,noun,5.444873379469561e-06,0.05600104318103694
cure,cure_1_verb_1,4,verb,9.98226786236086e-06,0.03819983442284191
cure,cure_1_verb_2,4,verb,8.167310069204341e-06,0.04232354843453919
cure,cure_2_noun_3,4,noun,1.8149577931565203e-05,0.03923503421442673
cut,cut_1_verb_1,13,verb,1.9057056828143463e-05,0.040373458128164556
cut,cut_1_verb_2,13,verb,3.1761761380239105e-05,0.040760312478399015
daily,daily_1_adjective_1,5,adjective,2.9946803587082585e-05,0.034583694341719616
daily,daily_1_adverb_1,5,adverb,3.1761761380239105e-05,0.052350517719586265
dance,dance_1_verb_2,3,verb,2.359445131103476e-05,0.0332397202224691
day,day_1_noun_1,2,noun,8.711797407151297e-05,0.03289157478055422
day,day_1_noun_2,2,noun,8.076562179546515e-05,0.03789294656769995
dead,dead_1_adjective_1,3,adjective,0.0001960154416609,0.020552361407515908
dead,dead_1_adverb_1,3,adverb,9.98226786236086e-06,0.0347147801800142
deep,deep_1_adjective_2,7,adjective,5.172629710496082e-05,0.06589750280395096
deep,deep_1_adverb_1,7,adverb,2.2686972414456502e-05,0.04398392962557146
defeat,defeat_1_verb_1,2,verb,3.8114113656286925e-05,0.04173534674480895
defend,defend_1_verb_2,3,verb,1.451966234525216e-05,0.04090981191474452
delay,delay_1_verb_1,2,verb,4.0836550346021705e-05,0.038149156113207204
deliver,deliver_1_verb_1,5,verb,4.4466465932334745e-05,0.04042531864131947
deliver,deliver_1_verb_3,5,verb,2.2686972414456502e-05,0.04338290708250309
demand,demand_1_verb_1,2,verb,0.0001134348620722,0.04071105891389281
depend,depend_1_verb_1,3,verb,7.532074841599559e-05,0.037425319031216965
describe,describe_1_verb_1,2,verb,6.533848055363473e-05,0.041550228463932755
desire,desire_1_noun_1,2,noun,9.0747889657826e-05,0.0621566713639525
desperate,desperate_1_adjective_1,2,adjective,4.1744029242599965e-05,0.06016808386550162
determine,determine_1_verb_1,4,verb,1.6334620138408683e-05,0.04795334164641603
determine,determine_1_verb_2,4,verb,2.72243668973478e-05,0.05192205679369147
devote,devote_1_verb_1,2,verb,1.8149577931565203e-05,0.04622027166721259
difference,difference_1_noun_1,3,noun,7.169083282968255e-05,0.025278341648390157
difference,difference_1_noun_2,3,noun,1.9057056828143463e-05,0.03541606877718856
different,different_1_adjective_1,2,adjective,6.261604386389995e-05,0.03690872992721137
different,different_1_adjective_2,2,adjective,0.0002486492176624,0.05914038499745892
differently,differently_1_adverb_1,2,adverb,9.0747889657826e-06,0.06301811103781269
dim,dim_1_adjective_1,4,adjective,1.5427141241830423e-05,0.039443049379760495
dim,dim_1_verb_1,4,verb,5.444873379469561e-06,0.055893986989072664
direct,direct_1_adjective_2,8,adjective,4.7188902622069525e-05,0.025423902420777283
direct,direct_1_adjective_3,8,adjective,4.537394482891301e-06,0.04587519142053019
direct,direct_1_verb_2,8,verb,4.265150813917823e-05,0.0668979087423144
directly,directly_1_adverb_1,4,adverb,1.36121834486739e-05,0.027713948569412623
directly,directly_1_adverb_2,4,adverb,3.8114113656286925e-05,0.019009871446939226
directly,directly_1_adverb_3,4,adverb,1.6334620138408683e-05,0.03598256775770301
discipline,discipline_1_noun_1,3,noun,2.8131845793926066e-05,0.07187720634436506
discipline,discipline_1_verb_1,3,verb,3.62991558631304e-06,0.052482559816736336
discover,discover_1_verb_1,2,verb,9.891519972703036e-05,0.031077939426673487
disgust,disgust_1_noun_1,2,noun,1.270470455209564e-05,0.04459552876253361
display,display_1_noun_1,3,noun,2.8131845793926066e-05,0.06230275066288143
distance,distance_1_noun_1,5,noun,9.710024193387384e-05,0.06025245302446808
divide,divide_1_verb_2,4,verb,1.6334620138408683e-05,0.04467591350755234
do,do_1_auxiliary verb_1,13,auxiliary verb,0.0016070175242903,0.04609763682435336
do,do_1_auxiliary verb_2,13,auxiliary verb,0.0015323236133869,0.036839815326702455
do,do_1_auxiliary verb_4,13,auxiliary verb,0.0004767229019425,0.04358794651441729
door,door_1_noun_1,2,noun,0.0001533639335217,0.053680015026962916
double,double_1_adjective_1,12,adjective,4.1744029242599965e-05,0.0359683203051343
double,double_1_verb_1,12,verb,1.270470455209564e-05,0.0675826829121339
double,double_1_verb_2,12,verb,5.444873379469561e-06,0.030432793618051856
down,down_1_adverb_4,19,adverb,1.088974675893912e-05,0.028735762411773853
drag,drag_1_verb_1,10,verb,3.7206634759708665e-05,0.041960652967794596
drama,drama_1_noun_2,2,noun,2.72243668973478e-05,0.04530819263488346
draw,draw_1_verb_1,15,verb,5.3541254898117344e-05,0.03694222278410701
draw,draw_1_verb_4,15,verb,4.3558987035756485e-05,0.06226239652060849
draw,draw_1_verb_5,15,verb,3.4484198069973885e-05,0.03583935368498806
draw,draw_1_verb_6,15,verb,6.533848055363473e-05,0.04447795656248011
dream,dream_1_noun_1,5,noun,6.896839613994777e-05,0.04367866410205397
dream,dream_1_noun_2,5,noun,4.0836550346021705e-05,0.0505439836093383
dream,dream_1_verb_1,5,verb,1.9057056828143463e-05,0.035800952146402734
drink,drink_1_verb_1,3,verb,9.437780524413904e-05,0.051229328826631754
drive,drive_1_verb_2,10,verb,1.6334620138408683e-05,0.0400653824606843
drive,drive_1_verb_3,10,verb,4.991133931180431e-05,0.028745921709336705
dry,dry_1_verb_1,12,verb,1.7242099034986943e-05,0.04408186981327423
dust,dust_1_noun_1,5,noun,4.7188902622069525e-05,0.025237337638099787
each,each_1_None_1,2,None,0.000249556696559,0.020522621393243297
each,each_1_adverb_1,2,adverb,4.628142372549127e-05,0.04195552844311633
ear,ear_1_noun_1,2,noun,0.0001061750308996,0.04441248843587829
early,early_1_adjective_1,6,adjective,6.352352276047821e-05,0.028305759608476172
ease,ease_1_noun_1,3,noun,4.0836550346021705e-05,0.06042868513818528
easy,easy_1_adjective_1,6,adjective,6.715343834679125e-05,0.046130289676456514
easy,easy_1_adjective_2,6,adjective,2.359445131103476e-05,0.04992996827647147
easy,easy_1_adjective_3,6,adjective,1.9057056828143463e-05,0.023771672519861526
easy,easy_1_adverb_1,6,adverb,2.540940910419128e-05,0.04841652253825825
echo,echo_1_noun_2,7,noun,7.25983117262608e-06,0.04963289693039084
education,education_1_noun_1,2,noun,8.984041076124775e-05,0.05202683574566711
effect,effect_1_noun_1,4,noun,0.000249556696559,0.049197431503818244
effect,effect_1_noun_2,4,noun,9.98226786236086e-06,0.0331154477534666
effort,effort_1_noun_2,2,noun,6.896839613994777e-05,0.04588430588728067
eighth,eighth_1_ordinal number_2,2,ordinal number,1.81495779315652e-06,0.04039807283287439
either,either_1_None_1,2,None,0.0002595389644213,0.042138512939020836
elect,elect_1_verb_1,3,verb,5.172629710496082e-05,0.05569002231730471
else,else_1_adverb_1,3,adverb,4.900386041522605e-05,0.04521469069445489
