,num,stb_mean,stb_std,dec_mean,dec_std,wilcoxon_p
sem_dens,412.0,0.6977721569299318,0.042490159150042554,0.67731117834824,0.05339617261791145,6.22677007982638e-09
demand,325.0,-0.054917347414695075,0.3194113390926359,-0.3383330652638923,0.29884105137231143,5.463588838823372e-22
s_perph,389.0,0.19801510403150435,0.08201136702021869,0.22089684397500559,0.09290069397293796,2.6322505181506195e-05
s_num,412.0,3.2014563106796117,1.6868128778807823,3.3689320388349513,1.7263817669015211,0.24172008926205776
conc,412.0,0.06572325849728235,0.4283303352590508,-0.08072075656414568,0.39112589971243933,1.4281889140151127e-09
val,412.0,0.5061557780772552,0.4056764065612137,0.5376992047423412,0.4589741450397794,1.0
w_freq,412.0,0.00010776532158733762,9.493965112113702e-05,0.00011892599044403858,0.00010840539146460835,0.05719472448697455
c_div,412.0,0.38799743835711503,0.05960055544136363,0.3739646868892739,0.05969200478947262,0.00035548088554853444
