,num,stb_mean,stb_std,dec_mean,dec_std,wilcoxon_p
sem_dens,412.0,0.6992603558744946,0.041654185816074635,0.6774871600861176,0.053295372508643295,1.194679852800309e-09
demand,412.0,-0.05594770295146234,0.28519074347794865,-0.3457113383400605,0.2584451626796767,4.11793031553958e-36
s_perph,412.0,0.19747906915100374,0.07998088703127067,0.21795942200276178,0.08959375972535662,0.0009629706998584555
s_num,412.0,3.216019417475728,1.7234633452834394,3.3276699029126213,1.7227522030668936,1.0
conc,412.0,0.06017341804547594,0.42981434923685496,-0.09364556962233925,0.38436369733426745,2.4469276675495802e-11
val,412.0,0.5035844332409489,0.39893546446288597,0.5305535474487879,0.4595962872341424,1.0
w_freq,412.0,0.00010898557233662024,9.563621901376447e-05,0.00011916607588026928,0.00010874055544516609,0.13284599147741621
c_div,412.0,0.38742104903299945,0.05985937859325029,0.373289195826132,0.05887160852854734,0.00031596649885922735
