,num,stb_mean,stb_std,dec_mean,dec_std,wilcoxon_p
sem_dens,412.0,0.6980264778960954,0.04215709611125177,0.6772211364074284,0.05282878092312105,3.5042853584679772e-09
demand,327.0,-0.053772699387842425,0.3177347006181737,-0.337631197551181,0.2960679781828888,3.348574257594629e-22
s_perph,388.0,0.1970280543694935,0.08302612393682722,0.2180606100436229,0.09069821150699743,0.0002689395119766536
s_num,412.0,3.2063106796116503,1.7048357779245986,3.3592233009708736,1.7199817617685043,0.4090079100095021
conc,412.0,0.05870513144751052,0.4221126340879194,-0.08712726684457522,0.3839773577627411,1.1012961709856777e-09
val,412.0,0.4994921928816445,0.3929519783366363,0.541753794425771,0.46579885744623717,1.0
w_freq,412.0,0.00010950759296402118,9.618462510339327e-05,0.00012026077736473343,0.00010956227015359739,0.17477113497668528
c_div,412.0,0.38870957503689313,0.0597175600046101,0.37248679384385686,0.057456659084200924,4.1192221157671936e-05
