,0,1,2,3,4,5,6,7,8,9
0,1.0,0.9148178370320529,0.8767526286919975,0.9698658866899662,0.9269831046218435,0.9968320175525496,0.8864568320267912,0.8432874988966759,0.9993698752894372,0.7929518365166327
1,0.9148178370320529,1.0,0.9951960166450224,0.9336046841331147,0.9973655771138905,0.9124318466362861,0.9973830645069105,0.9874165958677408,0.9144707914945799,0.9637419700384678
2,0.8767526286919975,0.9951960166450224,1.0,0.894188129242692,0.9927949346988225,0.8786623242548538,0.9996488650343163,0.9978377894422044,0.8782930512677991,0.9696442790144221
3,0.9698658866899662,0.9336046841331147,0.894188129242692,1.0,0.9279706163096271,0.9498525665571285,0.9056234713180286,0.8676312772156572,0.9616933383643486,0.8693605643503587
4,0.9269831046218435,0.9973655771138905,0.9927949346988225,0.9279706163096271,1.0,0.9295191684462417,0.9945154937290501,0.982854225900173,0.9288414958753574,0.9437428675968775
5,0.9968320175525496,0.9124318466362861,0.8786623242548538,0.9498525665571285,0.9295191684462417,1.0,0.886862930273558,0.8455933693669452,0.9990253290846909,0.7791402178901988
6,0.8864568320267912,0.9973830645069105,0.9996488650343163,0.9056234713180286,0.9945154937290501,0.886862930273558,1.0,0.9961752063981864,0.8873335152304292,0.9703307762555656
7,0.8432874988966759,0.9874165958677408,0.9978377894422044,0.8676312772156572,0.982854225900173,0.8455933693669452,0.9961752063981864,1.0,0.8449783913207488,0.9760590547332211
8,0.9993698752894372,0.9144707914945799,0.8782930512677991,0.9616933383643486,0.9288414958753574,0.9990253290846909,0.8873335152304292,0.8449783913207488,1.0,0.7874089677331633
9,0.7929518365166327,0.9637419700384678,0.9696442790144221,0.8693605643503587,0.9437428675968775,0.7791402178901988,0.9703307762555656,0.9760590547332211,0.7874089677331633,1.0
