,0,1,2,3,4,5,6,7,8,9
0,1.0,0.7418658444687599,0.6724614558260494,0.9516467118265691,0.9339381767167273,0.9292356888333404,0.6845701368162613,0.7510952001622825,0.9935302692366411,0.9617027647412563
1,0.7418658444687599,1.0,0.8447940955159222,0.7661357800314257,0.9144695077125792,0.7975603435262135,0.9485166493676097,0.5943029264138927,0.7759768867296932,0.7510807953907093
2,0.6724614558260494,0.8447940955159222,1.0,0.618229154601122,0.8531805064685543,0.672459304373355,0.6830767463762317,0.4828145321348361,0.7077972260605575,0.6715819722764285
3,0.9516467118265691,0.7661357800314257,0.618229154601122,1.0,0.8871897661522744,0.8339338462865209,0.7157351999493099,0.8355582837515526,0.9627741454140485,0.9701114630226078
4,0.9339381767167273,0.9144695077125792,0.8531805064685543,0.8871897661522744,1.0,0.9234962856798602,0.8278262686900081,0.6534336036663136,0.9407344351420523,0.8921961586352996
5,0.9292356888333404,0.7975603435262135,0.672459304373355,0.8339338462865209,0.9234962856798602,1.0,0.8164172942541792,0.6927588605242314,0.9295674422712886,0.8848267028528762
6,0.6845701368162613,0.9485166493676097,0.6830767463762317,0.7157351999493099,0.8278262686900081,0.8164172942541792,1.0,0.6469866014177516,0.7261047717836241,0.7217967270368427
7,0.7510952001622825,0.5943029264138927,0.4828145321348361,0.8355582837515526,0.6534336036663136,0.6927588605242314,0.6469866014177516,1.0,0.8100244405870128,0.8995606199393368
8,0.9935302692366411,0.7759768867296932,0.7077972260605575,0.9627741454140485,0.9407344351420523,0.9295674422712886,0.7261047717836241,0.8100244405870128,1.0,0.9839960421262947
9,0.9617027647412563,0.7510807953907093,0.6715819722764285,0.9701114630226078,0.8921961586352996,0.8848267028528762,0.7217967270368427,0.8995606199393368,0.9839960421262947,1.0
