match_num,sense,sem_dens,demand,s_perph,s_num,conc,val,w_freq,c_div
1,adopt_1_verb_1,0.700938671226074,-0.04105263157894735,0.28842350543971973,4,0.3658659702667775,0.9400902687662125,0.0001070825097962347,0.4779121
2,difference_1_noun_1,0.7234712121417459,0.1777443609022556,0.10035856965054729,2,-0.32005085490731044,0.20829354489868468,9.074788965782601e-05,0.35270816
3,scale_3_noun_2,0.6422571359112547,-0.40864661654135337,0.3662722211411628,6,0.11711684782887755,0.14172979576912503,4.99113393118043e-05,0.3621598482131958
4,bill_1_noun_5,0.6676009423919782,0.3157894736842105,0.2175372186671462,5,0.722437167588267,0.09143279590530806,8.621049517493471e-05,0.3220926821231842
5,wear_1_noun_2,0.5822140674902034,-0.04876287637000769,0.3910613436859786,6,0.24705405758291343,0.8310686486286212,0.0001397517500730521,0.5035743117332458
6,style_1_noun_3,0.7124169648703012,-0.325563909774436,0.22494867228427273,4,-0.07010713672886748,0.8300173060471474,8.89329318646695e-05,0.3736028373241424
7,business_1_noun_1,0.6605453230662157,0.049791144527986594,0.2620516832741245,7,0.10349709862502543,0.15577624857642558,0.00014973401793541292,0.36162648
8,name_1_noun_1,0.6659312349839395,-0.04876287637000769,0.21321265671863876,4,0.24618564308389868,0.49706930541320915,0.0003275998816647217,0.4402013719081878
9,then_1_adverb_1,0.6660427988421187,0.14202172096908938,0.181235194218631,3,-0.6069327938936566,0.532605459672685,0.00027315114787001724,0.45189258
10,root_1_noun_2,0.6411296255725336,-0.19669172932330828,0.3967100279782401,6,-0.027651710667202067,0.2713260481201143,3.992907144944344e-05,0.3444952964782715
11,political_1_adjective_1,0.7303674756027803,0.23759398496240597,0.06470986876327056,2,-0.16284865699523632,0.23188273563798578,0.00018331073710870863,0.27292988
12,verge_1_noun_2,0.582874129441476,0.03508771929824564,0.28392793189291643,2,-0.17675239083201877,0.5102206979369353,1.3612183448673903e-05,0.384945660829544
13,manufacture_1_verb_2,0.6984829890289548,-0.026616541353383462,0.18055595468034213,3,0.0731918455777012,0.33397323873449647,2.0872014621299982e-05,0.4232
14,preference_1_noun_1,0.6834664549104841,-0.07533834586466165,0.15637962554891333,2,-0.5996797251372192,0.25503344910845804,3.0854282483660845e-05,0.39926097
15,attendance_1_noun_1,0.6768539025092379,-0.04876287637000769,0.16151316524807052,2,0.05918818813238591,0.6484038005659158,1.0889746758939121e-05,0.31752595
16,application_1_noun_1,0.6861420885364176,-0.04876287637000769,0.2308072580880627,3,-0.28251934884024843,0.1995820162268851,4.0836550346021705e-05,0.3594176769256592
17,confident_1_adjective_1,0.7402250949642907,-0.37819548872180453,0.07598661874227197,2,-0.594710773368508,0.9044881967709841,2.359445131103476e-05,0.37882757
18,cover_1_verb_6,0.6624198983132211,-0.311578947368421,0.36212369691789864,9,0.27388881994004644,0.19594884591705242,7.804318510573037e-05,0.4811815321445465
19,paint_1_noun_2,0.6350670609731748,-0.04876287637000769,0.2340957609222007,4,0.6596639778356965,0.5915603291049774,0.0001134348620722825,0.3833775520324707
20,load_1_verb_2,0.7233426081877196,0.46165413533834576,0.2854190620724772,7,0.7049787782630998,0.028469098217065003,3.539167696655214e-05,0.4849723279476166
